"Grad Oechsle","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A36","A37","A38","A39","A40","A41","A42","A43","A44","A45","A46","A47","A48","A49","A50","A51","A52","A53","A54","A55","A56","A57","A58","A59","A60","A61","A62","A63","A64","A65","A66","A67","A68","A69","A70","A71","A72","A73","A74","A75","A76","A77","A78","A79","A80","A81","A82","A83","A84","A85","A86","A87","A88","A89","A90","A91","A92","A93","A94","A95","A96","A97","A98","A99","A100","A101","A102","A103","A104","A105","A106","A107","A108","A109","A110","A111","A112","A113","A114","A115","A116","A117","A118","A119","A120"
205,9.28412815678662e-06,5.19712378007073e-05,4.42672381618308e-05,4.65840396736165e-05,3.1100542155453e-05,4.41879574162153e-05,7.69908985952398e-06,3.26193256813085e-05,8.0840082817121e-05,4.44441606054963e-05,3.08418567877289e-05,4.14474470265875e-05,6.91290081558922e-05,2.42781055727437e-05,2.3574451986667e-05,4.86418759643216e-05,2.55079079268441e-05,4.06650506678811e-05,2.06481388730481e-06,1.12318468700741e-05,1.25718484635915e-06,5.11137720000519e-05,3.4972829115387e-05,8.1968277992164e-05,2.87772086954912e-05,8.00904374342517e-05,2.76032378740372e-05,5.88768312429765e-05,5.50970703053193e-05,3.60504580985793e-05,2.34512673608259e-05,5.87953247457681e-05,3.01051036884323e-05,5.52543371318426e-05,1.68415856393265e-05,1.31219501339287e-05,2.12444802058462e-05,3.06821636250161e-05,4.14332333440714e-05,5.57542191241597e-05,3.61666160177691e-05,5.40758834421461e-05,5.30181596929152e-05,8.34236993753478e-05,8.08160865446391e-06,2.94376822881724e-05,1.12770736279926e-05,4.96132712280188e-06,2.0100728001587e-05,7.61521580836735e-05,7.10649745847838e-05,5.78660723466711e-05,6.59343508909456e-06,2.73442149038944e-05,4.74630529569195e-05,1.31737138794461e-05,3.59812113498141e-05,4.63113206611368e-05,1.6229707376632e-05,7.04485421625516e-07,5.70857565496983e-05,7.52691509701773e-07,7.72792816322502e-05,7.36833174947895e-05,6.25982305074692e-05,4.61890728815214e-05,1.29470087866308e-05,1.30527615622849e-05,5.68945808864229e-05,4.610159034869e-05,4.21696470897984e-06,7.14678673967568e-05,7.38152043478332e-05,9.99172615168925e-06,5.36633474318116e-05,3.44798620284706e-05,7.63289613712551e-05,4.65214697321137e-05,4.78599704531871e-05,1.36041800980305e-05,7.55380785660401e-05,3.12380226706119e-05,4.20753546233287e-05,5.41054956941873e-05,4.46900127423445e-05,7.99677183615819e-05,4.60301981677824e-06,3.58022250192621e-05,4.86661052760617e-06,6.38941150473359e-07,8.6788745365176e-06,7.62234053276658e-05,2.20215062519945e-05,6.54300661163496e-05,5.64481300659663e-05,5.30625724964804e-05,5.01173997221337e-06,1.43654618974839e-05,4.87069552854767e-05,5.94713157138283e-05,7.43570679626755e-06,8.15564561984156e-05,6.84327740595933e-05,1.93250988095247e-05,7.49024665672845e-05,8.51090928761255e-06,5.59125166391348e-05,2.60814906421806e-05,6.68206364117005e-05,2.03155267087352e-05,6.66453691363225e-05,4.68653252963974e-07,3.75208633398623e-05,2.61668927689363e-05,7.38308871291347e-05,7.80588685418845e-05,5.21287699460354e-05,1.37039833971822e-05,1.49806901505907e-05,4.14772095662826e-06
206,3.25911219382347e-05,8.2394386997305e-05,4.90510618285858e-05,4.09347868479014e-05,8.04440041610054e-05,3.1085583727955e-05,3.9741531341961e-05,2.6616420147335e-05,4.17772742773969e-05,3.96210797955595e-05,2.52557855999515e-05,5.53792076683965e-06,4.70568932174541e-05,3.68068093967288e-05,7.23021032090672e-05,1.14919245388921e-05,5.16345866070531e-05,7.04479200954125e-05,4.80657805032318e-05,2.82541296559215e-05,4.97476912763658e-05,2.63240992585856e-05,1.66671933750934e-05,4.58446211087589e-05,5.75703788192922e-05,2.65433566875523e-05,6.42831052006338e-05,1.64861719154427e-05,6.3735017256441e-05,6.46305386773363e-05,7.08630300250351e-05,2.24651040975527e-05,4.79853629688827e-05,1.36297248937157e-05,4.3598772939488e-06,1.12806539336509e-05,6.90959475182203e-05,2.92008844960403e-05,6.90822449966255e-05,4.10632318724015e-06,4.18176986793363e-05,4.18671708689049e-05,6.29581914252019e-05,1.93982119630759e-05,4.15038841460982e-05,3.46443146634247e-05,6.51985079425535e-05,6.7903855437963e-05,7.58147995807502e-05,1.49166685634388e-05,2.41948624787351e-05,3.91666466849123e-05,3.95197865978422e-05,4.86626891310632e-05,4.96493747042511e-05,4.30815236171626e-05,7.70072356453981e-05,1.36465200449257e-05,4.6798597480785e-05,5.35482087991362e-05,5.32537949933114e-05,3.26653774842021e-05,4.40607573626544e-05,2.23062562931645e-06,2.10310782944123e-05,7.67403375554941e-05,1.38850455613606e-05,5.07260514700051e-05,7.40601302426467e-05,3.36789973328705e-05,1.72648085922763e-05,2.62282705658827e-05,3.39617132372606e-05,7.692997275086e-05,1.22421140432323e-05,8.27343233887917e-05,1.06991519695529e-05,5.75516244610997e-05,1.60743515420723e-05,4.73217407875895e-05,2.30670961021536e-05,6.74036485682563e-05,4.87773143068642e-05,5.5525519237086e-06,6.11912628056288e-06,3.5146600324257e-05,1.52856401833179e-05,6.63372160347358e-05,6.46171859578442e-05,5.58558611511183e-05,5.69610532480467e-05,2.72694256071604e-05,7.13476990698129e-05,5.07183695216355e-05,4.93650033591722e-05,4.29680191584222e-05,7.7260427575205e-05,6.8907565407459e-05,8.33245612216452e-05,2.93125203212094e-05,5.95743873413929e-05,2.16635378325669e-06,4.96106058013721e-05,6.84690298275743e-05,4.57181268273458e-05,7.93366275812715e-05,2.90198816375026e-05,1.60217662733386e-05,7.60345953329329e-05,3.46929571577399e-05,1.99688051526655e-05,1.81854515751634e-05,5.24557966202702e-05,8.31679579061635e-05,6.74126351434359e-05,2.05224757072662e-08,7.99857500198355e-05,6.45694991248973e-05,6.48769385936148e-05,5.24069029914718e-05
207,4.77955885375703e-05,5.58880130193491e-05,5.56342687182054e-05,4.13071089835381e-05,5.39371974736845e-05,5.49948108031282e-06,1.64342459939032e-05,5.70415493506954e-05,7.46845073442415e-05,3.1208004326698e-05,3.8271361902863e-05,3.14616036909265e-06,3.81468214582366e-05,9.89817397449548e-06,2.67711032481255e-06,4.03393863889758e-05,2.66794205217067e-05,4.11885645571112e-05,5.07813680086558e-05,2.10682865522329e-05,2.56857463974979e-05,7.20709745925646e-05,5.44646381824035e-05,6.52678253988969e-05,4.75349430289166e-05,6.5629813507178e-05,4.78896861398695e-05,4.41084116631107e-05,2.67697184575229e-05,7.60228463562663e-05,5.17038915913113e-05,7.45253439824775e-05,8.33261022538144e-06,6.60294016057157e-05,3.71664757514382e-05,6.1230112008501e-05,5.01641832725787e-05,3.08021242849313e-05,4.88783455129632e-05,8.07747597746877e-05,3.94622134873444e-05,7.24006946924017e-05,3.02524682824751e-05,3.7333991012957e-05,2.86626929082441e-05,6.35494492644873e-05,6.3490338974352e-06,5.74652221937453e-05,4.59949467820765e-05,5.38921477571129e-05,5.28524336016354e-05,4.02390190052341e-05,4.77315798505627e-05,7.59466031179299e-06,5.25934004942751e-06,6.06327205689342e-05,4.62010009425441e-08,4.29019622865138e-05,5.80708230477625e-05,7.93931690109987e-05,7.3369285235134e-05,4.28915344558465e-05,1.38139481964203e-05,6.49881544928199e-05,7.80199859309464e-05,9.16982653528349e-06,4.15264233832779e-05,1.30873256018409e-05,7.04672823947942e-05,8.01733109576106e-05,3.36026945943211e-05,5.6903391704433e-05,9.0399320832587e-06,1.92640521162819e-05,7.08104028454255e-05,8.0576038266375e-05,7.99460147151966e-05,2.81858347549073e-05,2.77320304825157e-05,6.15019408721099e-05,2.91308463827672e-05,6.51888659699977e-05,4.08078666087826e-06,2.70146548592412e-06,2.91999264998043e-05,8.30987865736265e-05,3.7784142579333e-05,7.13582622644377e-05,8.0356194104601e-05,3.46276994137746e-05,3.02204216194934e-05,2.7840532136881e-05,1.62231786583564e-06,4.77241690387101e-05,4.93946427151365e-05,3.04499148167981e-05,6.05789064009344e-05,3.29621796457011e-05,2.21965469284577e-05,1.46053507431954e-06,1.62194612181326e-05,7.86976457457277e-05,4.06157582047573e-05,6.69723983399974e-05,2.44888343330101e-05,6.8727781641743e-05,2.17429377148091e-05,8.33560695419537e-05,3.85543505976348e-05,2.71117194752707e-05,2.22842162117943e-05,4.17152780128991e-05,1.07308572943274e-05,7.31751380635077e-05,7.83826118667238e-05,7.44716773197475e-05,3.50889492875482e-05,1.48204698720272e-05,1.71855388205392e-05,7.62312542385364e-05
208,1.81253316493005e-05,3.50080356132604e-05,4.42821439769755e-05,7.42395891893448e-05,5.11960467465775e-06,7.1398132504975e-05,6.80808124376712e-05,2.37847474733088e-05,3.35144509335191e-05,6.47945759782331e-05,6.8800233930436e-05,1.98545502674317e-05,1.60742229492312e-05,7.7017982127141e-05,6.53800083614077e-05,7.8291353774919e-06,5.45145948764865e-05,1.47658427419929e-06,3.64792556844722e-07,2.0960872693293e-05,5.06515772636733e-05,2.82206288762224e-05,5.19543282409778e-05,4.84264347599416e-05,2.31238263837669e-05,1.09916845724351e-05,1.35479113613988e-05,7.51941705839756e-05,3.37600022226582e-05,6.90905064591695e-05,2.08603622405301e-05,5.42090708748958e-05,1.125895503483e-05,1.67284208649287e-05,1.03209266656241e-05,2.28819967959853e-05,1.41349661079692e-05,7.68609994540223e-05,5.65400231250546e-05,2.44700932446493e-05,4.32561722304169e-05,4.69899243462042e-06,7.62179766239568e-05,2.21403894093596e-05,2.82547422668463e-05,5.8104872696497e-05,7.23035486089451e-05,4.41962267783952e-05,6.320352508521e-05,4.56511489084834e-05,1.47576874186451e-05,1.18824063224493e-05,4.50041812609901e-05,2.09622775832155e-05,6.75106948217269e-06,6.55919845247672e-05,7.19129149422411e-05,8.42542330019037e-06,8.88015422321847e-06,6.29760695659012e-06,6.7369576543706e-05,2.14162733925911e-05,2.81432816929587e-05,1.80142349840082e-05,5.31962551741362e-06,4.73398370438506e-05,6.25696747052539e-05,5.84276882810948e-05,8.29628638627701e-05,2.58443248748917e-05,4.97382035218246e-05,2.74927890761727e-06,4.20924366714129e-05,1.70546673041918e-05,1.03378708203107e-05,2.67988083996495e-06,4.89943018163232e-05,4.07125063878356e-05,1.82917204733326e-05,2.76727796917138e-05,1.61199253975384e-05,5.83069381829376e-05,2.26890276040511e-05,5.44997781365462e-05,7.47371770184442e-05,8.84205431832031e-06,7.57435441452635e-06,6.17753809501212e-05,5.46763679783014e-05,5.76879588869686e-05,1.57491301292066e-05,4.37904952147599e-05,5.00806446426852e-05,6.99172109026227e-05,5.58283415242939e-05,5.23912501159347e-05,6.94005319690302e-05,7.1157263832014e-05,3.83091587613851e-05,6.99309161871443e-06,4.58878146833018e-05,5.23623787563435e-05,1.17203519274427e-05,1.37613749327983e-05,7.77038917495848e-05,2.07854772142185e-05,5.50308009215315e-05,1.85045059407672e-07,7.81188973300765e-06,5.004398778334e-06,1.73140628219408e-05,7.48176942127315e-05,2.92007025514712e-05,6.23825233421957e-05,5.44632078813371e-05,5.09711837671273e-05,4.67025386090369e-05,7.15694566167898e-05,4.9263605325893e-05,3.00755053677686e-05
209,3.71684487730549e-05,2.70213499173865e-05,4.26066389718732e-05,3.06731624374558e-06,3.42584317521226e-05,4.26541392878016e-05,2.03955834865603e-05,3.25995020704319e-05,3.74002340905682e-05,4.66480852320773e-05,1.94328884070566e-05,1.82509636445979e-05,3.94397341395223e-05,6.12211649704151e-05,3.80293256209142e-05,2.54857458875487e-05,7.65357685460278e-05,3.68088763189433e-05,6.21496488088792e-05,6.54562678465322e-05,1.80162550921244e-05,5.61263391186214e-05,3.49248713599527e-05,6.41585429055368e-06,7.64281858177782e-05,4.13270916961943e-05,6.7971756563532e-05,2.428869363371e-05,2.72622261397531e-06,7.98737330858786e-05,5.18187694970885e-05,8.32355498563285e-05,1.19104003360278e-05,7.47810892069075e-05,8.13961623326036e-05,8.16362889845951e-05,3.96400333763424e-05,6.34988585176108e-05,1.85204830516053e-05,2.261290632364e-05,6.38709637051195e-05,1.38074248677978e-05,2.21680566387399e-05,4.85742957468671e-06,6.99540161038987e-05,7.76956413387481e-05,2.20594933049516e-05,7.918055848353e-05,4.73836245309191e-05,4.97820944240769e-05,6.35919271826089e-05,5.69050798527275e-05,5.09232487182818e-05,4.91523578281445e-06,1.82457591465642e-05,1.4629253076165e-05,2.78297640381543e-05,3.04302096031735e-05,7.20271220988867e-05,2.22953923481168e-05,2.37470722030246e-05,7.60914643446048e-06,8.11935907830364e-05,2.97000827612526e-05,1.37315757940513e-05,4.44831505230646e-05,7.18118692210476e-05,5.1396198419756e-07,6.29281822651012e-05,6.76525655887078e-05,8.08812809164023e-06,9.32760864766099e-06,4.45248085329202e-05,8.09781911003878e-05,1.16263109846009e-05,2.38121948943481e-05,1.22388834813051e-06,1.29318119885933e-05,8.29466409292728e-05,3.4440997473843e-06,4.60279751985736e-05,3.38067511003172e-05,8.0100310111198e-05,7.26620972430075e-05,6.83465828059113e-05,7.20414619615472e-05,7.94517748335004e-05,3.74866368248962e-05,2.60635342639546e-05,1.51012818668859e-05,3.6827858579685e-05,1.95579047366441e-05,2.11873565573894e-05,3.95137640399793e-05,5.10425300484265e-05,2.48824885792021e-05,1.7540488859146e-06,6.83383501984412e-05,2.47514670670593e-05,4.52207550124274e-05,1.25299503125883e-05,3.79985433471884e-05,3.38847869333653e-05,3.56304094177868e-05,2.8770452035752e-05,3.72706156004537e-05,6.80054579278277e-05,1.82842618356057e-05,5.50042800149281e-05,2.38482836803709e-05,4.91360797139395e-06,6.10201733285651e-05,7.70030547144695e-05,5.33670460799869e-05,7.56398360911231e-05,5.02879902963318e-05,3.08034890345858e-05,1.61199164666692e-05,2.57676800003887e-05,5.94678648960437e-05
210,1.82170816393676e-05,6.98007600159025e-05,1.35050184399926e-06,1.70264980004173e-05,3.55921133839981e-05,1.75491538257509e-05,4.08487606304546e-05,8.27465762882895e-05,7.82013470360251e-05,1.29728406153908e-05,3.36213328123004e-05,3.52980487576446e-05,1.94296203510449e-05,3.85692569964964e-05,6.69563974135083e-06,5.65510292830052e-05,4.75568942101974e-05,3.99392903010456e-05,3.90904499688158e-06,1.45230058922658e-05,7.92117078373798e-05,7.51708313627345e-05,1.24255148693163e-05,3.91761787824835e-05,3.84744778073879e-06,4.38908869978696e-05,7.70471732468698e-05,2.55407473357971e-05,4.1134478124075e-05,3.14618945570759e-05,4.60283055629023e-06,9.6072265133257e-06,1.53246622442322e-05,7.58774021131153e-06,1.0263991324251e-05,3.1124895331927e-05,6.62423206081281e-05,1.20518502820121e-05,2.69244412316079e-05,4.06072908068781e-05,5.5022593530633e-05,1.5277635478397e-05,4.8392543726556e-05,7.98792613716969e-05,5.87629128121848e-05,1.37305303181038e-05,4.29823540400315e-05,3.87733855331626e-05,4.64676352702217e-05,2.48364023953809e-05,6.88560115860092e-05,7.98926365837483e-05,4.77558095709047e-05,3.84631098811374e-05,6.13400471549187e-05,8.27815584248298e-05,5.60209426826997e-05,2.51675009427633e-05,8.21479412981615e-05,1.47852179415189e-05,4.47731873468992e-05,7.0583100590727e-06,5.7282420008294e-05,1.99528556516385e-05,6.57010278489923e-05,2.0943315616366e-05,4.12043601708965e-05,2.7387497826043e-06,7.40558447680148e-05,4.0209714352561e-05,1.64985179372491e-05,3.77838857827955e-05,3.47266964441792e-05,7.65513389812764e-05,1.17040006929628e-05,3.76275449064484e-05,6.72166201943566e-05,1.3046821133395e-05,3.67710440677177e-05,6.28623380607299e-05,8.04265042494237e-05,6.53608383189276e-05,6.23104439707961e-05,8.03901897011471e-05,6.74976350113935e-05,3.59236429868807e-05,5.86826962515769e-05,4.81891977597292e-05,7.89421660156421e-05,6.87963889675188e-05,5.93789225455262e-05,8.2872087356895e-05,4.1388381663199e-05,5.1346155374481e-05,2.43996921178135e-05,7.23281307386588e-05,2.29749868926838e-05,2.17819959661734e-05,7.48618800087801e-05,2.74564737106925e-05,5.22429624903004e-05,2.59757556309786e-05,7.93440120480331e-05,6.73583544494034e-05,7.86260054072932e-05,2.89758360891766e-05,4.49948059887025e-05,5.71615285728092e-06,6.564290762061e-05,3.01479833010924e-05,2.66305326133343e-05,1.11539485218219e-05,6.00734155893189e-05,6.18837931595947e-05,1.14434555252505e-05,6.77542712797269e-05,5.38679222784473e-05,3.70182380919737e-05,4.0131425303106e-05,8.08351871248038e-05
211,4.19762561623777e-05,1.20185273997779e-05,3.98703621449843e-06,4.29357504689752e-05,4.24658420883973e-05,3.1408548860832e-05,5.42259224909907e-05,6.61864709802566e-05,5.71048224181626e-05,8.26838908097478e-05,8.11959055709193e-05,4.59417388819441e-05,2.62470672046386e-05,5.61840874804007e-05,7.57763481031413e-05,1.71427559297755e-05,5.330736005038e-05,5.02445755319845e-05,3.99647319928626e-05,4.99991643738245e-05,8.85034296261636e-06,7.05522443989799e-05,1.53702920781525e-05,1.25922470356505e-05,7.54672134426116e-05,7.40521910891377e-05,2.10993162635681e-05,3.5915631063327e-05,1.18395127589545e-05,3.89660875189405e-06,7.64881845056334e-05,6.58854198069771e-05,1.88165579018015e-06,6.51252091864738e-05,2.5844853041433e-06,9.892635998976e-06,3.11326204169782e-05,2.79520027312427e-05,4.21898268847495e-05,1.7239734369728e-05,3.62165605705397e-05,5.16264212632312e-05,7.97213581769696e-05,6.44413732184464e-06,5.2566069816623e-05,6.81549376591039e-05,5.04720701603279e-05,1.98379081668025e-05,2.29223424739672e-06,2.23306492791335e-05,6.6818013576933e-05,3.78930106522766e-05,2.57338277452649e-05,3.51775050228816e-05,1.59884405698059e-05,6.37797410254754e-05,4.25937970825293e-05,6.70099899052729e-05,6.74873088447593e-05,6.3819004375514e-05,4.60341479273469e-05,6.08933511733488e-05,7.404293471999e-05,7.36986089911713e-05,3.27874064088808e-05,7.07836242861664e-05,4.45035384909325e-05,3.31814893367908e-05,2.63760225923133e-05,6.19026205018614e-05,3.304080049932e-05,6.7515772867215e-05,7.91065394596652e-05,4.09948252285084e-05,7.3059790537998e-05,4.35169677154088e-05,6.61012680566341e-05,4.21717981839951e-05,3.26213655774289e-06,7.32357274923598e-06,5.1297705856985e-05,4.88244698601128e-05,8.20431332878262e-05,4.53906919014857e-05,4.24663926891262e-05,2.74384721138611e-05,2.99735600025755e-05,7.4092214321884e-05,4.89047501626101e-06,2.30700806857638e-05,4.70324816498292e-05,4.89460373370961e-05,6.21157151641572e-06,6.79828168904143e-05,1.96047013818057e-05,3.95632076663324e-05,1.85362609982247e-05,2.38519978128654e-05,5.87387594031037e-05,3.00165622152494e-06,8.40614235149233e-06,5.80983376935357e-05,1.19386029505822e-07,3.4216186270085e-05,4.56773885608096e-06,7.34501888111188e-05,3.88205494141062e-05,5.22617789948894e-05,4.8294124459175e-06,6.69552667732597e-05,6.28052279350488e-05,6.58826700721477e-05,7.98571076017247e-05,4.8623292596277e-05,2.58219968459569e-05,3.78279690392356e-05,6.3416705437152e-05,6.37546571910549e-05,2.05394140831551e-05,3.34458114643973e-05
212,2.95751580363097e-05,1.61132761611726e-05,7.76641374352311e-05,1.97504924306458e-05,3.75722425521193e-05,1.73291556989064e-05,1.3263645221569e-05,2.6107127353826e-05,1.51785957977415e-06,2.04279412706691e-05,1.03976142682069e-05,5.96457467174087e-05,7.24412405852929e-05,2.41089504946927e-05,1.5794940565147e-05,3.30026175315018e-05,3.477020759965e-05,3.70413182985528e-05,7.8433329241261e-05,5.77943306166048e-05,9.98563335322173e-06,7.48766071676279e-06,3.55465982115413e-05,4.64867509102834e-05,6.83158749171805e-05,3.02252609247545e-05,6.27958620216894e-05,7.40997378300198e-05,6.67842088169106e-05,2.41987369388148e-05,7.40141569885955e-05,8.18333786343832e-05,2.2128254848742e-05,7.57927127631107e-06,4.12671413984731e-05,1.121652151811e-05,2.14225752200936e-05,2.04218267773888e-05,7.88398742728189e-05,1.91281052590016e-05,3.48278919276814e-05,1.861993938941e-05,3.67824240574517e-06,3.89498347769651e-05,7.52803284101343e-05,4.63092979068371e-05,7.19836058650786e-05,2.50464447629019e-05,4.56348196995893e-05,1.27967539765492e-05,6.43167485045516e-05,2.00704848293664e-05,5.33836716419696e-05,5.60697660514362e-05,8.02794627037907e-05,5.38529683261126e-05,5.99285289320428e-05,6.27708416762143e-05,5.35784398300445e-05,2.4753229619806e-05,1.69186777772035e-05,1.90400280742699e-05,5.46667979196722e-05,1.36739879738867e-05,5.10752805767473e-06,6.10016509005687e-05,1.55565956896467e-05,2.4092829341972e-05,7.89462958324242e-05,5.93877479564597e-05,2.69967762321111e-05,5.77056330964275e-05,7.23265707551463e-05,2.07846532588484e-05,7.62325157675793e-05,2.56312208147533e-05,7.6606538543053e-05,6.72262114808252e-05,1.0563168707793e-05,5.28646448042867e-05,8.16899013421928e-05,4.42670908900477e-05,5.82470056302112e-05,6.06360392526616e-05,7.20585305063129e-05,3.01255667222982e-05,1.68876147550885e-05,4.14485002270558e-07,1.07802183441912e-05,4.46780044007858e-05,2.83551955348066e-05,1.20788287448647e-05,5.80059424433098e-05,6.62628654985657e-05,5.03841582647754e-05,3.57820021849155e-05,1.38203748031465e-05,1.40945174817769e-06,1.20446064910321e-05,5.43064980180573e-06,2.73847309299356e-05,1.10136820230117e-05,6.52362233531056e-05,6.71516102187736e-05,5.44610872571644e-05,4.3893882535901e-05,4.56434800742876e-05,6.32340582674617e-05,7.23361204225972e-05,5.71103211679039e-05,6.55549668894408e-05,7.56495791245379e-05,8.09784363198727e-05,4.75201255301443e-05,5.70643742978582e-05,2.04949188393013e-05,2.40112397623863e-06,4.89950011286702e-05,7.98900426624264e-05,3.82932945414025e-05
213,5.4318071373755e-05,7.49388122276738e-05,6.42877860072895e-05,4.80881068783021e-05,5.20848143290321e-05,3.83779154797822e-05,6.99447137962281e-05,6.82850348165635e-05,1.38327651679829e-05,1.08954938974027e-05,5.26721893610855e-05,2.00558688880523e-05,3.71867756947921e-05,5.54429200606872e-05,6.23498676484198e-05,6.70929662406415e-05,6.65712539159066e-05,2.56702572934759e-05,4.98381275530959e-06,7.71280406518618e-05,1.17444669279494e-05,2.50149887047164e-05,3.25176972744118e-05,4.67804915737372e-06,2.70834621858967e-05,3.89672787100926e-05,1.70761993183406e-05,5.68705427808939e-05,3.41887764209592e-05,8.35421109478001e-05,5.73531271390051e-05,6.259541633029e-05,3.64233725707058e-06,1.17495909703321e-05,1.76173932736562e-05,1.81800751335775e-05,2.08248260009593e-05,1.35569324926211e-05,1.96677754212548e-05,4.3394042551746e-05,3.50533815467201e-05,3.06798153123238e-05,9.37608137763379e-06,1.6024096918865e-05,6.20837478866789e-05,7.41823190084798e-05,2.83756795046533e-05,2.05694581884432e-05,3.73528946664846e-05,5.2874374081439e-05,6.0907840798318e-05,6.93927985368268e-05,7.09956763910993e-06,2.46281742395555e-05,1.15172691391253e-05,7.48446878522245e-05,6.39531659734588e-05,7.38258771839559e-05,4.16116159167389e-05,3.75071477430081e-06,7.92783195711508e-05,4.44491809992083e-05,7.3232666188887e-05,9.27738478633627e-06,3.0495848241897e-05,3.4989415821279e-05,5.17460450406452e-05,6.0308230475561e-05,7.50002560040912e-05,5.67942003106784e-05,6.73878134562916e-06,3.29735311889629e-05,1.61620932646807e-05,7.14969585841462e-05,4.20759296817972e-05,7.02230387288788e-05,6.92020144503296e-05,5.72317184524857e-05,6.15323618445093e-05,5.36571822135295e-05,8.28304083526869e-05,6.64770597862835e-05,7.15612700256715e-05,1.1041512926621e-05,5.99510553274499e-05,7.01566992990586e-05,4.04774449395596e-05,5.14241728009883e-05,1.06730220170962e-05,7.01256734597125e-05,8.61717610385804e-06,4.27638931901106e-05,4.39875660883199e-05,3.44185654070928e-05,3.8166722722923e-05,4.44313743443765e-05,7.94223026346094e-05,6.95011197642872e-05,1.43542367678532e-05,5.6999553485477e-05,4.78616476081459e-05,1.0613456972553e-05,4.6128475514119e-05,1.1069482326802e-05,4.24368425251097e-05,8.14971179279022e-05,5.66464452683768e-05,6.77613959924518e-05,4.07420547228724e-05,5.16154389987606e-06,1.89522723619122e-05,5.06655814307237e-05,2.40941959400634e-05,3.94840548909266e-05,7.36755014471823e-05,2.41264261431072e-05,5.2093612927901e-05,1.23872959834493e-05,3.73088989481277e-05,6.17308940534196e-05
214,3.13141602756401e-05,2.57489878275071e-05,1.6803939457603e-05,4.03014119637617e-05,1.16976997799503e-05,2.01819015077404e-05,3.64855737782199e-05,1.84610257806658e-05,4.14359825535556e-05,1.77733736464234e-05,5.88208788225525e-05,7.48505082883695e-05,3.62626046294553e-05,3.13438007795811e-05,3.60650211356818e-05,1.90803430098265e-05,7.20588450713699e-05,5.62404784084445e-05,7.96940266431994e-05,5.76599479455989e-05,2.4473387548466e-05,4.43637131070112e-05,4.78452128632297e-06,6.15514310596173e-05,3.48954519096155e-05,3.67764947775552e-05,6.92983485446132e-05,3.65854660163755e-05,7.82561389493506e-05,3.75013315679967e-05,7.97192935312511e-05,6.48459149334786e-05,4.49166559611645e-06,1.6760004231778e-05,3.5897143347031e-05,7.42331528345458e-05,2.67625546746777e-05,8.13060505246612e-05,2.25665559884479e-05,3.0582281271134e-05,1.22570808762541e-05,5.47330844452806e-05,3.55076410988648e-05,8.19952450725363e-05,4.03640576717229e-05,7.84501481886648e-05,5.56082322772019e-05,3.86810206167602e-05,3.22804470821967e-05,1.4583261493402e-05,5.29887447371985e-05,1.55978501370697e-05,1.99799918348073e-05,4.87693389045334e-05,3.30503746439678e-05,8.03577588162207e-05,1.546945521494e-05,4.59218255926889e-05,6.57827162907698e-05,6.88061390055368e-05,1.26306610191748e-05,4.30155679812281e-05,7.07010284758685e-05,7.80688021199645e-05,1.49303239401625e-05,3.38195625390942e-05,1.818267642919e-05,2.04667664244035e-05,8.98494349624012e-07,6.55576241440503e-05,3.8228665324377e-05,6.7162764134938e-05,6.03644794047314e-05,7.77757052768344e-05,8.25176022877425e-05,2.84508930273994e-05,4.83709533990853e-05,5.45954237561606e-05,8.08638196274246e-05,3.28649469581083e-06,1.42464410412934e-05,4.36301400392124e-05,1.2598599276839e-05,4.65946164104743e-05,7.23857186366523e-05,7.91110917123942e-05,7.47613614812663e-05,3.54287338737169e-05,7.63700466964244e-05,1.95909943655904e-05,4.595727349643e-05,4.80368206910676e-05,3.70032730490171e-05,4.67106697081318e-05,1.60176433833308e-05,8.26787319583785e-06,1.63152052524225e-05,6.63978020002008e-05,1.24890435075154e-05,1.69736922617968e-05,1.44753534986181e-05,6.94878725029882e-07,1.54825556130578e-05,7.15275370822895e-05,3.32915000550946e-06,6.59893018087646e-05,5.69703011532987e-05,7.58243225723372e-05,1.06767312463685e-05,5.73441747696379e-05,1.58799210147879e-05,7.51011213762086e-05,5.54324671885634e-05,4.42311543957737e-05,3.14409245455935e-06,8.62463464429886e-06,6.33554811966743e-05,6.29313295306215e-05,6.39628001047504e-05,2.8647740609774e-05
